recipe_urls,recipe_name,serves,cooking_time,difficulty,ingredients,nutrition,ingredients_parsed
https://www.jamieoliver.com/recipes/vegetables-recipes/vegan-dim-sum-buns/,Vegan dim sum buns,8                                                                                                            ,45 minutes                                                    ,"Not too tricky                                                    
","['2 cloves of garlic', '1 thumb-sized piece of fresh ginger', '½ a bunch of fresh coriander , (15g)', 'groundnut oil', '450 g mixed mushrooms , such as shiitake and chestnut', '2 tablespoons rice wine vinegar', '2 tablespoons sweet chilli sauce', '2 tablespoons low-salt soy sauce', '4 spring onions', '1 fresh red chilli', 'sesame oil', '1 x 400 g tin of light coconut milk', '500 g self-raising flour , or 2 filled coconut milk tins of flour, plus extra for dusting', '2 tablespoons sesame seeds', 'hoisin sauce , to serve']","{'Calories': '304', 'Fat': '8.3g', 'Saturates': '3.9g', 'Sugars': '4.8g', 'Salt': '1.3g', 'Protein': '7.9g', 'Carbs': '52.4g', 'Fibre': '3.1g'}",garlic ginger mushroom shiitake rice wine soy onion sesame coconut milk self raising flour filled coconut milk sesame hoisin
https://www.jamieoliver.com/recipes/vegetables-recipes/vegan-shepherd-s-pie/,Vegan shepherd's pie,8                                                                                                            ,1 hour 25 minutes                                                    ,"Not too tricky                                                    
","['600 g Maris Piper potatoes', '600 g sweet potatoes', '40 g dairy-free margarine , (or use butter or margarine if you’re not vegan)', '1 onion', '2 carrots', '3 cloves of garlic', '2 sticks of celery', '1 tablespoon coriander seeds', 'olive oil', '½ a bunch of fresh thyme , (10g)', '350 g chestnut mushrooms', '12 sun-dried tomatoes', '2 tablespoons balsamic vinegar', 'vegan red wine , (or regular red wine if you’re not vegan), optional', '100 ml vegetable stock', '1 x 400 g tin of lentils', '1 x 400 g tin of chickpeas', '5 sprigs of fresh flat-leaf parsley', '2 sprigs of fresh rosemary', '1 lemon', '30 g fresh breadcrumbs']","{'Calories': '389', 'Fat': '16.3g', 'Saturates': '2.7g', 'Sugars': '10g', 'Salt': '0.5g', 'Protein': '11.2g', 'Carbs': '51.3g', 'Fibre': '9.7g'}",mari piper potato potato dairy margarine use butter margarine not onion carrot garlic celery mushroom tomato vegan wine regular wine not vegetable stock lentil chickpea sprig sprig lemon
https://www.jamieoliver.com/recipes/pasta-recipes/vegan-mac-n-cheese/,Vegan mac ‘n’ cheese,6                                                                                                            ,40 minutes                                                    ,"Super easy                                                    
","['350 g dried macaroni', 'sea salt', 'freshly ground black pepper', '1 onion', '1 litre unsweetened organic soya milk', '100 g dairy-free margarine', '85 g plain flour', '1 heaped teaspoon English mustard', '1½ tablespoons nutritional yeast flakes', '50 g vegan cheese , optional (available from specialist stores)', '5 cloves of garlic', '½ a bunch of fresh thyme', 'olive oil', '40 g fresh breadcrumbs']","{'Calories': '453', 'Fat': '16.9g', 'Saturates': '3.1g', 'Sugars': '2.3g', 'Salt': '0.7g', 'Protein': '16.6g', 'Carbs': '61.9g', 'Fibre': '3.8g'}",macaroni onion soya milk dairy margarine flour nutritional yeast vegan cheese specialist garlic
https://www.jamieoliver.com/recipes/vegetables-recipes/the-best-vegan-burger/,The best vegan burger,4                                                                                                            ,30 minutes plus chilling                                                    ,"Not too tricky                                                    
","['1 x 400 g tin of chickpeas', '1 x 340 g tin of sweetcorn', '½ a bunch of fresh coriander , (15g)', '½ teaspoon paprika', '½ teaspoon ground coriander', '½ teaspoon ground cumin', '1 lemon', '3 heaped tablespoons plain flour , plus extra for dusting', 'rapeseed oil', '1 small round lettuce', '2 large ripe tomatoes', 'tomato ketchup', '4 wholemeal burger buns']","{'Calories': '417', 'Fat': '7.1g', 'Saturates': '1g', 'Sugars': '6.1g', 'Salt': '1.3g', 'Protein': '18.1g', 'Carbs': '74.6g', 'Fibre': '11.7g'}",chickpea sweetcorn paprika lemon flour rapeseed lettuce tomato tomato wholemeal burger bun
https://www.jamieoliver.com/recipes/vegetables-recipes/my-special-vegan-kofte/,My special vegan kofte,4                                                                                                            ,1 hour                                                    ,"Super easy                                                    
","['1 teaspoon coriander seeds', '1 teaspoon cumin seeds', '5 cm piece of ginger', '2 cloves of garlic', 'olive oil', '2 courgettes', '1 big bunch of fresh coriander , (60g)', '1 x 400 g tin of chickpeas', '40 g fine breadcrumbs', 'MINTY YOGHURT DIP', '½ a cucumber', '3 sprigs of fresh mint', '4 tablespoons organic soya yoghurt', '1 lemon', 'NUTTY SAUCE', '1 small onion', '1 clove of garlic', '100 g cashew nuts', '140 ml light coconut milk', '2 tablespoons smooth peanut butter']","{'Calories': '443', 'Fat': '26.1g', 'Saturates': '6.8g', 'Sugars': '8.8g', 'Salt': '1.3g', 'Protein': '19g', 'Carbs': '34.7g', 'Fibre': '8.1g'}",ginger garlic courgette chickpea minty yoghurt dip cucumber sprig soya yoghurt lemon nutty onion garlic cashew coconut milk smooth peanut butter
https://www.jamieoliver.com/recipes/beef-recipes/malaysian-beef-curry/,Malaysian beef curry,8                                                                                                            ,1 hour 50 minutes                                                    ,"Super easy                                                    
","['20 small red shallots', '6 cloves of garlic', '8 long fresh red chillies', '15 g fresh turmeric', '40 g fresh ginger', '15 g galangal', '1 tbsp ground turmeric', '30 g tamarind paste', '2 lemongrass stalks', '4 lime leaves', 'vegetable oil', '1 kg beef topside', '500 ml coconut milk', '1 small fresh red chilli']","{'Calories': '440', 'Fat': '32.4g', 'Saturates': '15.8g', 'Sugars': '4.8g', 'Protein': '28.4g', 'Carbs': '9.2g'}",shallot garlic turmeric ginger galangal turmeric paste lemongrass lime vegetable beef topside coconut milk
https://www.jamieoliver.com/recipes/pasta-recipes/basil-gnudi/,Basil gnudi,6                                                                                                            ,40 minutes plus overnight resting                                                    ,"Not too tricky                                                    
","['2 large bunches of basil , (60g)', '250 g fresh ricotta', '125 g Parmesan cheese', '2 large free-range eggs', '1 free-range egg yolk', '75 g plain flour , plus a little extra', 'semolina flour , for dusting', '15 g butter', '1 unwaxed lemon', '30 g grated pecorino cheese , to serve']","{'Calories': '678', 'Fat': '19.9g', 'Saturates': '10g', 'Sugars': '1.2g', 'Salt': '0.8g', 'Protein': '29.4g', 'Carbs': '101.7g', 'Fibre': '2.8g'}",basil ricotta parmesan cheese egg egg yolk flour semolina flour butter unwaxed lemon cheese
https://www.jamieoliver.com/recipes/vegetables-recipes/roast-carrot-fennel-soup/,Roast carrot & fennel soup,4                                                                                                            ,1 hour 30 minutes                                                    ,"Not too tricky                                                    
","['1 kg carrots', '1 onion', '2 bulbs of fennel', 'olive oil', '2 cloves of garlic', '1.6 litres organic vegetable stock', '100 ml single cream', 'FLATBREADS', '1 teaspoon fennel seeds', '250 g strong bread flour', '½ teaspoon fast-action dried yeast', '1 teaspoon sugar']","{'Calories': '477', 'Fat': '17.8g', 'Saturates': '4.8g', 'Sugars': '20.6g', 'Salt': '0.3g', 'Protein': '14.1g', 'Carbs': '69.3g', 'Fibre': '10.5g'}",carrot onion garlic vegetable stock single cream flatbread strong bread flour fast action yeast sugar
https://www.jamieoliver.com/recipes/pasta-recipes/wholewheat-ravioli-with-courgette-flowers-ricotta/,Wholewheat ravioli with courgette flowers & ricotta,4                                                                                                            ,55 minutes                                                    ,"Showing off                                                    
","['200 g Tipo 00 flour , plus extra for dusting', '100 g wholewheat flour', '3 large free-range eggs', 'filling', '20 courgette flowers', '250 g good-quality ricotta', 'a few sprigs of fresh mint', '1 small fresh red chilli', 'sauce', '600 g ripe tomatoes', '½ a bunch of fresh basil , (15g)', 'extra virgin olive oil', 'young pecorino cheese , to serve']","{'Calories': '465', 'Fat': '14.7g', 'Saturates': '6.3g', 'Sugars': '9.9g', 'Protein': '21.8g', 'Carbs': '58.6g'}",tipo flour wholewheat flour egg filling courgette flower ricotta sprig tomato basil young cheese
https://www.jamieoliver.com/recipes/chicken-recipes/hit-n-run-traybaked-chicken/,Hit ‘n’ run traybaked chicken,4                                                                                                            ,1 hour 10 minutes                                                    ,"Super easy                                                    
","['4 large ripe tomatoes', '2 red onions', '1 red pepper', '1 yellow pepper', '6 free-range chicken thighs , skin off, bone out', '4 cloves of garlic', '½ a bunch of fresh thyme', '1 teaspoon smoked paprika', 'olive oil', '2 tablespoons balsamic vinegar']","{'Calories': '301', 'Fat': '15.2g', 'Saturates': '3.2g', 'Sugars': '13.4g', 'Salt': '0.8g', 'Protein': '24.8g', 'Carbs': '17g', 'Fibre': '8.3g'}",tomato onion chicken thigh out garlic paprika
https://www.jamieoliver.com/recipes/vegetables-recipes/butternut-pumpkin-penne-mint-avocado-chopped-salad/,Winter squash penne,4                                                                                                            ,15 minutes                                                    ,"Super easy                                                    
","['PASTA', '1 organic vegetable stock cube', '1 butternut squash , (neck end only)', '1 onion', '1 teaspoon fennel seeds', '1 small dried red chilli', '½ a bunch of fresh sage , (15g)', '1 X 400 g tin of chickpeas', '320 g dried penne', '20 g parmesan cheese , plus extra to serve', '½ bunch of fresh flat-leaf parsley , (15g)', 'Salad', '3 ripe tomatoes', '½ cucumber', '4 spring onions', '2 little cos lettuces', '½ bunch of fresh mint , (15g)', '1 ripe avocado', '2 tablespoons extra virgin olive oil', '2 tablespoons balsamic vinegar', '20 g feta cheese']","{'Calories': '635', 'Fat': '17.7g', 'Saturates': '4.6g', 'Sugars': '15.8g', 'Salt': '1.7g', 'Protein': '23.6g', 'Carbs': '92g', 'Fibre': '13.2g'}",pasta vegetable stock butternut squash end onion chickpea penne parmesan cheese salad tomato cucumber onion co lettuce avocado feta cheese
https://www.jamieoliver.com/recipes/vegetables-recipes/candied-beet-salad/,Candied beet salad,4                                                                                                            ,1 hour 30 minutes                                                    ,"Super easy                                                    
","['750 g golden or candy cane beetroot , or a mix of both', '50 g mixed seeds', 'Extra virgin olive oil', '1/2 tsp sweet smoked paprika', '2 knobs of unsalted butter', 'Zest and juice of 1 orange', '1/4 tsp ground cinnamon', '150 g golden caster sugar', '2 handfuls of salad leaves', 'Buttermilk dressing', '75 ml buttermilk', 'Juice of 1 lemon', '1/2 bunch of mixed soft herbs , such as chervil, tarragon and mint, leaves picked and chopped']","{'Calories': '465', 'Fat': '21.4g', 'Saturates': '6.9g', 'Sugars': '52.7g', 'Protein': '8.1g', 'Carbs': '56.1g'}",golden candy cane beetroot both tsp paprika butter orange tsp golden caster sugar salad buttermilk buttermilk lemon tarragon
https://www.jamieoliver.com/recipes/chicken-recipes/ginger-honey-chicken-wings/,Ginger & honey chicken wings,6                                                                                                            ,45 minutes plus marinating                                                    ,"Super easy                                                    
","['24 chicken wings', 'Ginger and honey marinade', '5 spring onions', '1 fresh red chilli', '5 tablespoons runny honey', '2 tablespoons soy sauce', '2 cm piece of ginger', '5 sprigs of fresh thyme']","{'Calories': '252', 'Fat': '14.1g', 'Saturates': '4g', 'Sugars': '7.6g', 'Salt': '1.3g', 'Protein': '23.3g', 'Carbs': '7.8g', 'Fibre': '0.1g'}",chicken wing ginger honey marinade onion honey soy ginger sprig
https://www.jamieoliver.com/recipes/pasta-recipes/rigatoni-with-roasted-tomatoes-ricotta-salata/,Rigatoni with roasted tomatoes & ricotta salata,4                                                                                                            ,1 hour                                                    ,"Super easy                                                    
","['1.5 kg vine tomatoes', '4 cloves of garlic', '3 fresh bay leaves', '5 fresh thyme sprigs', '1 splash of red wine vinegar', '400 g dried rigatoni', 'extra virgin olive oil', '80 g ricotta salata cheese', 'optional: ½ a bunch of fresh basil (15g)']","{'Calories': '517', 'Fat': '10.1g', 'Saturates': '3g', 'Sugars': '15.6g', 'Protein': '17.4g', 'Carbs': '86.5g'}",vine tomato garlic sprig wine rigatoni ricotta salata cheese basil
